,fridge,dish washer,light,microwave,electric oven,sockets,electric space heater,electric stove
1970-01-26 02:22:00-05:00,225.64157,0.62827396,0.18606412,0.0,6.2674866,0.0,323.27817,222.47845
1970-01-26 02:23:00-05:00,225.31894,0.62827396,0.18063581,0.0,6.2674866,0.0,322.19467,222.47845
1970-01-26 02:24:00-05:00,224.91336,0.62827396,0.1764242,0.0,6.2674866,0.0,322.86636,222.47845
1970-01-26 02:25:00-05:00,224.48524,0.62827396,0.17519307,0.0,6.2674866,0.0,324.09778,222.47845
1970-01-26 02:26:00-05:00,224.10858,0.62827396,0.17739588,0.0,6.2674866,0.0,290.69083,222.47845
1970-01-26 02:27:00-05:00,223.83865,0.62827396,0.18226922,0.0,6.2674866,0.0,280.62595,222.47845
1970-01-26 02:28:00-05:00,223.69662,0.62827396,0.18599463,0.0,6.2674866,0.0,279.96002,222.47845
1970-01-26 02:29:00-05:00,223.73775,0.62827396,0.18707663,0.0,6.2674866,0.0,280.11722,222.47845
1970-01-26 02:30:00-05:00,223.92287,0.62827396,0.18958443,0.0,6.2674866,0.0,280.23193,222.47845
1970-01-26 02:31:00-05:00,224.22491,0.62827396,0.18956244,0.0,6.2674866,0.0,280.17084,222.47845
1970-01-26 02:32:00-05:00,224.60034,0.62827396,0.1854899,0.0,6.2674866,0.0,280.13885,222.47845
1970-01-26 02:33:00-05:00,224.98737,0.62827396,0.18103886,0.0,6.2674866,0.0,280.88348,222.47845
1970-01-26 02:34:00-05:00,225.34824,0.62827396,0.17849743,0.0,6.2674866,0.0,299.857,222.47845
1970-01-26 02:35:00-05:00,225.68506,0.62827396,0.17188334,0.0,6.2674866,0.0,328.26544,222.47845
1970-01-26 02:36:00-05:00,225.98593,0.62827396,0.16898733,0.0,6.2674866,0.0,325.53098,222.47845
1970-01-26 02:37:00-05:00,226.1889,0.62827396,0.17038447,0.0,6.2674866,0.0,324.82257,222.47845
1970-01-26 02:38:00-05:00,226.28929,0.62827396,0.16907638,0.0,6.2674866,0.0,324.45404,222.47845
1970-01-26 02:39:00-05:00,226.27928,0.62827396,0.1677391,0.0,6.2674866,0.0,322.66196,222.47845
1970-01-26 02:40:00-05:00,226.14772,0.62827396,0.1679362,0.0,6.2674866,0.0,322.5512,222.47845
1970-01-26 02:41:00-05:00,225.95499,0.62827396,0.16880435,0.0,6.2674866,0.0,322.47824,222.47845
1970-01-26 02:42:00-05:00,225.723,0.62827396,0.17407572,0.0,6.2674866,0.0,320.7023,222.47845
1970-01-26 02:43:00-05:00,225.5064,0.62827396,0.18279755,0.0,6.2674866,0.0,282.7629,222.47845
1970-01-26 02:44:00-05:00,225.3443,0.62827396,0.18948042,0.0,6.2674866,0.0,280.59146,222.47845
1970-01-26 02:45:00-05:00,225.28177,0.62827396,0.19142729,0.0,6.2674866,0.0,279.79984,222.47845
1970-01-26 02:46:00-05:00,225.31232,0.62827396,0.19300759,0.0,6.2674866,0.0,279.69678,222.47845
1970-01-26 02:47:00-05:00,225.41347,0.62827396,0.19293606,0.0,6.2674866,0.0,279.55518,222.47845
1970-01-26 02:48:00-05:00,225.54506,0.62827396,0.19118398,0.0,6.2674866,0.0,279.5529,222.47845
1970-01-26 02:49:00-05:00,225.67125,0.62827396,0.1878829,0.0,6.2674866,0.0,279.2522,222.47845
1970-01-26 02:50:00-05:00,225.79674,0.62827396,0.18472499,0.0,6.2674866,0.0,279.2625,222.47845
1970-01-26 02:51:00-05:00,225.92516,0.62827396,0.17928255,0.0,6.2674866,0.0,310.58646,222.47845
1970-01-26 02:52:00-05:00,226.04445,0.62827396,0.17140776,0.0,6.2674866,0.0,328.5697,222.47845
1970-01-26 02:53:00-05:00,226.16501,0.62827396,0.16775823,0.0,6.2674866,0.0,326.43283,222.47845
1970-01-26 02:54:00-05:00,226.26178,0.62827396,0.16528475,0.0,6.2674866,0.0,325.2483,222.47845
1970-01-26 02:55:00-05:00,226.3248,0.62827396,0.16305482,0.0,6.2674866,0.0,324.54626,222.47845
1970-01-26 02:56:00-05:00,226.3321,0.62827396,0.16090053,0.0,6.2674866,0.0,323.25577,222.47845
1970-01-26 02:57:00-05:00,226.29222,0.62827396,0.15811712,0.0,6.2674866,0.0,323.821,222.47845
1970-01-26 02:58:00-05:00,226.25647,0.62827396,0.15691686,0.0,6.2674866,0.0,324.03198,222.47845
1970-01-26 02:59:00-05:00,226.21982,0.62827396,0.15702462,0.0,6.2674866,0.0,313.7142,222.47845
1970-01-26 03:00:00-05:00,226.22264,0.62827396,0.16242796,0.0,6.2674866,0.0,279.60245,222.47845
1970-01-26 03:01:00-05:00,226.28473,0.62827396,0.1678378,0.0,6.2674866,0.0,279.9034,222.47845
1970-01-26 03:02:00-05:00,226.42366,0.62827396,0.1728388,0.0,6.2674866,0.0,279.56232,222.47845
1970-01-26 03:03:00-05:00,226.61612,0.62827396,0.17726314,0.0,6.2674866,0.0,279.17297,222.47845
1970-01-26 03:04:00-05:00,226.84665,0.62827396,0.18018675,0.0,6.2674866,0.0,279.5553,222.47845
1970-01-26 03:05:00-05:00,227.07407,0.62827396,0.1846605,0.0,6.2674866,0.0,279.46936,222.47845
1970-01-26 03:06:00-05:00,227.25696,0.62827396,0.18741006,0.0,6.2674866,0.0,278.95306,222.47845
1970-01-26 03:07:00-05:00,227.41594,0.62827396,0.19194067,0.0,6.2674866,0.0,278.27368,222.47845
1970-01-26 03:08:00-05:00,227.57326,0.62827396,0.19102484,0.0,6.2674866,0.0,279.8788,222.47845
1970-01-26 03:09:00-05:00,227.6707,0.62827396,0.18466413,0.0,6.2674866,0.0,280.14862,222.47845
1970-01-26 03:10:00-05:00,227.69585,0.62827396,0.17782593,0.0,6.2674866,0.0,279.4652,222.47845
1970-01-26 03:11:00-05:00,227.65746,0.62827396,0.16804594,0.0,6.2674866,0.0,280.53864,222.47845
1970-01-26 03:12:00-05:00,227.52846,0.62827396,0.15565717,0.0,6.2674866,0.0,278.5806,222.47845
1970-01-26 03:13:00-05:00,227.33739,0.62827396,0.14243126,0.0,6.2674866,0.0,278.68417,222.47845
1970-01-26 03:14:00-05:00,227.20377,0.62827396,0.1311847,0.0,6.2674866,0.0,280.46368,222.47845
1970-01-26 03:15:00-05:00,227.21057,0.62827396,0.120646,0.0,6.2674866,0.0,282.96915,222.47845
1970-01-26 03:16:00-05:00,227.20868,0.62827396,0.11372614,0.0,6.2674866,0.0,281.51743,222.47845
1970-01-26 03:17:00-05:00,227.34753,0.62827396,0.11224562,0.0,6.2674866,0.0,280.75223,222.47845
1970-01-26 03:18:00-05:00,227.49207,0.62827396,0.115668654,0.0,6.2674866,0.0,279.45593,222.47845
1970-01-26 03:19:00-05:00,227.62984,0.62827396,0.11943257,0.0,6.2674866,0.0,279.55438,222.47845
1970-01-26 03:20:00-05:00,227.74619,0.62827396,0.123940766,0.0,6.2674866,0.0,279.70956,222.47845
1970-01-26 03:21:00-05:00,227.84195,0.62827396,0.13188237,0.0,6.2674866,0.0,279.72147,222.47845
1970-01-26 03:22:00-05:00,227.93106,0.62827396,0.13998914,0.0,6.2674866,0.0,280.0647,222.47845
1970-01-26 03:23:00-05:00,227.99753,0.62827396,0.14713639,0.0,6.2674866,0.0,279.9686,222.47845
1970-01-26 03:24:00-05:00,228.04121,0.62827396,0.15720618,0.0,6.268448,0.0,286.4681,222.47845
1970-01-26 03:25:00-05:00,228.04646,0.62827396,0.1665389,0.0,6.264389,0.0,281.88507,222.47845
1970-01-26 03:26:00-05:00,227.95467,0.62827396,0.17555994,0.0,6.255768,0.0,281.86545,222.47845
1970-01-26 03:27:00-05:00,227.93454,0.62827396,0.18088472,0.0,6.2452545,0.0,280.9473,222.47845
1970-01-26 03:28:00-05:00,227.64331,0.62827396,0.18302923,0.0,6.252533,0.0,281.3682,222.47845
1970-01-26 03:29:00-05:00,227.75006,0.62827396,0.18681133,0.0,6.2356873,0.0,281.94464,222.47845
1970-01-26 03:30:00-05:00,227.3727,0.62827396,0.22911412,0.0,6.2240295,0.0,281.024,222.47845
1970-01-26 03:31:00-05:00,228.0682,0.62827396,0.32174075,0.0,6.305832,0.0,278.6059,222.47845
1970-01-26 03:32:00-05:00,228.34981,0.62827396,0.42589226,0.0,6.365494,0.0,279.03397,222.47845
1970-01-26 03:33:00-05:00,227.56944,0.39793843,0.497752,0.0,6.3217773,0.0,280.28787,222.47845
1970-01-26 03:34:00-05:00,226.63177,0.1943412,0.59565425,0.0,6.2782135,0.0,280.6982,222.47845
1970-01-26 03:35:00-05:00,228.29721,0.29595965,0.6633555,0.0,6.354019,0.0,280.7023,222.47845
1970-01-26 03:36:00-05:00,228.45891,0.2962583,0.7116532,0.0,6.4270935,0.0,280.89218,222.47845
1970-01-26 03:37:00-05:00,229.04218,0.26669395,0.73923135,0.0,6.3264465,0.0,279.662,222.47845
1970-01-26 03:38:00-05:00,229.47594,0.24238092,0.85601544,0.0,6.222,0.0,278.77148,222.47845
1970-01-26 03:39:00-05:00,228.7801,0.22123393,1.0105529,0.0,6.2182617,0.0,279.34113,222.47845
1970-01-26 03:40:00-05:00,228.6789,0.20145926,1.2144887,0.0,6.2487946,0.0,278.39584,222.47845
1970-01-26 03:41:00-05:00,229.4529,0.18033555,1.371664,0.0,6.2362823,0.0,310.72806,222.47845
1970-01-26 03:42:00-05:00,228.50333,0.15537584,1.5198202,0.0,6.299881,0.0,326.66498,222.47845
1970-01-26 03:43:00-05:00,228.99036,0.12881176,1.6486974,0.0,6.4244385,0.0,325.59836,222.47845
1970-01-26 03:44:00-05:00,228.73466,0.1179468,1.7609422,0.0,6.4396515,0.0,327.49045,222.47845
1970-01-26 03:45:00-05:00,230.14578,0.120394856,1.8563764,0.0,6.3714294,0.0,325.28436,222.47845
1970-01-26 03:46:00-05:00,230.07672,0.1346268,1.9300408,0.0,6.279907,0.0,324.51572,222.47845
1970-01-26 03:47:00-05:00,230.87051,0.15167359,1.9096386,0.0,6.25235,0.0,323.61896,222.47845
1970-01-26 03:48:00-05:00,231.95534,0.15278195,1.7371783,0.0,6.2956543,0.0,323.7997,222.47845
1970-01-26 03:49:00-05:00,230.634,0.12594555,1.4339097,0.0,6.315033,0.0,313.4905,222.47845
1970-01-26 03:50:00-05:00,230.57748,0.08904057,1.0922251,0.0,6.349289,0.0,279.59393,222.47845
1970-01-26 03:51:00-05:00,230.51149,0.057021104,0.8223358,0.0,6.335541,0.0,279.48248,222.47845
1970-01-26 03:52:00-05:00,229.789,0.03028766,0.5783222,0.0,6.261261,0.0,279.91678,222.47845
1970-01-26 03:53:00-05:00,230.12746,0.013722509,0.44286293,0.0,6.2164307,0.0,279.97977,222.47845
1970-01-26 03:54:00-05:00,229.87888,0.032969862,0.43072942,0.0,6.2092133,0.0,280.5995,222.47845
1970-01-26 03:55:00-05:00,229.1022,0.04897476,0.48630032,0.0,6.204651,0.0,279.78076,222.47845
1970-01-26 03:56:00-05:00,228.45323,0.049739882,0.44958648,0.0,6.278702,0.0,279.90656,222.47845
1970-01-26 03:57:00-05:00,230.65924,0.04070983,0.38148662,0.0,6.3112335,0.0,278.67178,222.47845
1970-01-26 03:58:00-05:00,230.87473,0.02850426,0.3039486,0.0,6.2424774,0.0,325.0182,222.47845
1970-01-26 03:59:00-05:00,229.51869,0.009603277,0.3013726,0.0,6.1452484,0.0,327.1761,222.47845
1970-01-26 04:00:00-05:00,228.6798,0.012662388,0.25822952,0.0,6.111252,0.0,325.15775,222.47845
1970-01-26 04:01:00-05:00,229.34145,0.017663874,0.22105378,0.0,6.142807,0.0,325.22406,222.47845
